time,x1
190.8724623,196.5
190.9043465,196.5
190.9351499,234.5
190.966171,234.5
190.9978733,234.5
191.0985789,252.5
191.132724,252.5
191.165904,157.5
191.1998894,157.5
191.236963,102.5
191.2706702,102.5
191.3042512,102.5
191.3376837,139.5
191.3719411,139.5
191.4064746,236.5
191.4401655,236.5
191.6438117,219.5
191.6781209,219.5
191.7805455,111.5
191.8144772,111.5
191.8475204,111.5
191.8819532,179.5
191.9157641,179.5
191.9490221,264.5
191.9821734,264.5
192.0834465,223.5
192.1176186,223.5
192.1517811,223.5
192.184931,129.5
192.2176104,129.5
192.2505963,111.5
192.2837768,111.5
192.3171816,134.5
192.3503511,134.5
192.3848648,225.5
192.4180877,225.5
192.5543399,254.5
192.5875518,254.5
192.6211927,164.5
192.6557772,164.5
192.7552178,134.5
192.7891381,134.5
192.8183696,134.5
192.8445385,175.5
192.8731675,175.5
192.8996785,257.5
192.9264238,257.5
193.0448213,222.5
193.0792041,222.5
193.1113961,131.5
193.1453478,131.5
193.1898012,113.5
193.2142057,113.5
193.2701633,173.5
193.3036141,173.5
193.3371129,173.5
193.3714824,256.5
193.4048676,256.5
193.4398637,273.5
193.4732342,273.5
193.5736294,175.5
193.6082985,175.5
193.641655,175.5
193.6750984,121.5
193.7087204,121.5
193.7420685,139.5
193.7764528,139.5
193.8099227,225.5
193.843183,225.5
193.9791152,255.5
194.0139217,255.5
194.0477891,176.5
194.0811467,176.5
194.2159271,120.5
194.2490859,120.5
194.2823222,172.5
194.3161225,172.5
194.5177944,219.5
194.5519183,219.5
194.6512034,123.5
194.6847539,123.5
194.7185466,176.5
194.7522964,176.5
194.7866025,218.5
194.8199792,218.5
194.853132,218.5
194.9529004,250.5
194.9860845,250.5
195.0193758,175.5
195.0534422,175.5
195.086693,123.5
195.1205993,123.5
195.1536219,123.5
195.1867661,136.5
195.2194021,136.5
195.2513428,215.5
195.2844632,215.5
195.4188323,265.5
195.4519329,265.5
195.4856012,213.5
195.518836,213.5
195.6199739,128.5
195.653029,128.5
195.6865511,128.5
195.719914,179.5
195.7535048,179.5
195.7877378,244.5
195.8221309,244.5
196.022917,144.5
196.056926,144.5
196.0913615,127.5
196.1257167,149.5
196.1974468,224.5
196.2778015,270.5
196.3109522,270.5
196.3441536,270.5
196.37727,241.5
196.4104526,241.5
196.4436643,169.5
196.4778826,169.5
196.5121796,169.5
196.5454137,129.5
196.5799408,129.5
196.6135821,154.5
196.6465595,154.5
196.6796017,181.5
196.7139897,181.5
196.7470975,250.5
196.7811196,250.5
196.91447,204.5
196.9473,204.5
196.9810383,141.5
197.0147107,141.5
197.0478277,132.5
197.0809779,132.5
197.1145968,184.5
197.1476955,184.5
197.1806452,184.5
197.2136517,250.5
197.2468162,250.5
197.3471107,231.5
197.3809555,231.5
197.4140928,231.5
197.4477067,167.5
197.4807882,167.5
197.5142939,131.5
197.5470531,131.5
197.5817995,158.5
197.6155753,158.5
197.6486263,228.5
197.6829135,228.5
197.7160728,228.5
197.7491837,257.5
197.7829537,257.5
197.8836913,163.5
197.9169133,163.5
198.0513473,141.5
198.0848997,141.5
198.1186342,193.5
198.4093752,139.5
198.4437065,139.5
198.4769325,143.5
198.5100181,143.5
198.5430877,143.5
198.576587,204.5
198.6108153,204.5
198.6439393,233.5
198.6771822,233.5
198.7767074,218.5
198.8099718,218.5
198.8431649,160.5
198.8773913,160.5
198.9104443,160.5
198.9437242,130.5
198.9768341,130.5
199.0110877,168.5
199.0447872,168.5
199.0789371,233.5
199.1129897,233.5
199.2466381,247.5
199.2810135,247.5
199.3149018,184.5
199.3494318,184.5
199.3835299,139.5
199.4177222,139.5
199.4514084,139.5
199.4859304,147.5
199.5197327,147.5
199.5528617,217.5
199.591712,217.5
199.625138,249.5
199.6580548,249.5
199.6913781,242.5
199.7248898,242.5
199.7580583,242.5
199.7922387,179.5
199.8259008,179.5
199.858937,139.5
199.8939424,139.5
199.9273732,138.5
199.9604478,186.5
200.0421877,235.5
200.0758555,235.5
200.1197612,253.5
200.1537843,253.5
200.1998074,211.5
200.2334514,211.5
200.2663543,211.5
200.2995608,146.5
200.332725,146.5
200.3658171,142.5
200.3988864,142.5
200.4326701,182.5
200.4668889,182.5
200.4999905,219.5
200.5340567,219.5
200.5672536,219.5
200.6006021,247.5
200.6340604,247.5
200.6676884,228.5
200.700634,228.5
200.7345552,175.5
200.7686989,175.5
200.8028748,134.5
200.8364172,134.5
200.8692975,165.5
200.9025347,165.5
200.9358754,165.5
200.968915,217.5
201.0019832,217.5
201.0353711,256.5
201.0688283,256.5
201.1030045,232.5
201.1368074,232.5
201.1732569,200.5
201.2069759,200.5
201.2373705,200.5
201.2709517,150.5
201.3045878,150.5
201.3383541,146.5
201.3716102,146.5
201.4052043,192.5
201.4390638,192.5
201.4780769,244.5
201.5113904,244.5
201.5453689,244.5
201.5787132,240.5
201.6125684,240.5
201.7142015,146.5
201.7474842,146.5
201.7810783,146.5
201.8145421,142.5
201.8488424,142.5
201.8831418,180.5
201.9164617,180.5
201.9501257,224.5
201.9834604,224.5
202.0174665,245.5
202.0508938,245.5
202.0840297,245.5
202.1181412,215.5
202.1512659,215.5
202.1855354,174.5
202.2196584,174.5
202.2543771,144.5
202.2884378,144.5
202.4216168,231.5
202.4548874,231.5
202.4893296,239.5
202.5223026,236.5
202.6023347,186.5
202.6790612,143.5
202.7124383,143.5
202.7394273,143.5
202.7735188,160.5
202.8066075,160.5
202.8398511,209.5
202.8730989,209.5
202.9067056,242.5
202.9400842,242.5
202.9732888,242.5
203.006299,226.5
203.0397136,226.5
203.0733829,202.5
203.1071222,202.5
203.1406207,159.5
203.1745789,159.5
203.2079616,149.5
203.2412865,149.5
203.2742791,149.5
203.3072722,187.5
203.3406272,187.5
203.3737547,234.5
203.4071488,234.5
203.4409056,247.5
203.4741356,247.5
203.5097878,197.5
203.5435703,197.5
203.5765786,197.5
203.6095912,156.5
203.6436114,156.5
203.6767015,148.5
203.7099636,148.5
203.7434156,167.5
203.7767241,167.5
203.8098154,167.5
203.8432238,220.5
203.8766537,220.5
203.9097717,237.5
203.9436655,237.5
203.9768255,219.5
204.0100572,219.5
204.044404,172.5
204.0777714,172.5
204.111124,172.5
204.1448853,143.5
204.1799824,143.5
204.2145336,176.5
204.247678,176.5
204.2809701,223.5
204.3151727,223.5
204.4490218,234.5
204.483443,234.5
204.5166013,190.5
204.5507586,154.5
204.63392,163.5
204.7085905,202.5
204.7414753,202.5
204.7744946,202.5
204.8091464,243.5
204.8424463,243.5
204.8768194,234.5
204.9100809,234.5
204.9443727,234.5
204.9790018,188.5
205.0138648,188.5
205.0479367,165.5
205.0821099,165.5
205.116117,152.5
205.1506796,152.5
205.1841063,181.5
205.2175238,181.5
205.2515016,223.5
205.284709,223.5
205.3186872,223.5
205.3519104,242.5
205.3860307,242.5
205.4196994,203.5
205.4539654,203.5
205.4872093,161.5
205.5204215,161.5
205.5537753,155.5
205.586971,155.5
205.6205389,155.5
205.6549468,166.5
205.6887772,166.5
205.7215383,213.5
205.7546632,213.5
205.7896903,233.5
205.8227174,233.5
205.8564184,233.5
205.8894501,219.5
205.9225326,219.5
205.9569354,176.5
205.9898727,176.5
206.0240679,154.5
206.0587337,154.5
206.0926471,174.5
206.1269183,174.5
206.1613741,174.5
206.1946399,205.5
206.2284746,205.5
206.2629278,234.5
206.2957454,234.5
206.3308845,225.5
206.3642049,194.5
206.4344971,156.5
206.4766941,156.5
206.5202312,163.5
206.5535085,163.5
206.5875976,198.5
206.6207631,198.5
206.6542983,198.5
206.6879961,229.5
206.7449338,224.5
206.7798634,224.5
206.8135858,224.5
206.8468785,190.5
206.8800507,190.5
206.9139943,171.5
206.9473016,171.5
206.980309,171.5
207.0136673,155.5
207.0469975,155.5
207.0815063,180.5
207.1146803,180.5
207.1495461,216.5
207.1838553,216.5
207.2169266,236.5
207.2508607,236.5
207.283998,201.5
207.3173356,201.5
207.3521779,201.5
207.3857055,168.5
207.4185297,168.5
207.4523656,156.5
207.4856355,156.5
207.5187478,186.5
207.5524213,186.5
207.5859492,205.5
207.6192095,205.5
207.652328,205.5
207.6869988,236.5
207.7201531,236.5
207.754035,229.5
207.787138,229.5
207.8203371,182.5
207.8540418,182.5
207.8872585,159.5
207.9204321,159.5
207.954505,159.5
208.0559592,218.5
208.0892844,218.5
208.1230612,232.5
208.1573982,232.5
208.1899209,232.5
208.2232862,227.5
208.256392,227.5
208.290833,195.5
208.3237317,195.5
208.3898921,166.5
208.4737158,192.5
208.5066721,192.5
208.5491934,234.5
208.5835023,234.5
208.632127,228.5
208.6654382,228.5
208.698627,197.5
208.7319956,197.5
208.7654138,197.5
208.7987785,163.5
208.8322089,163.5
208.865572,162.5
208.8999264,162.5
208.9330511,182.5
208.9675355,182.5
209.0007958,182.5
209.0342948,212.5
209.1748831,190.5
209.2082813,190.5
209.242933,172.5
209.2761197,172.5
209.3093407,164.5
209.3420994,164.5
209.3755276,164.5
209.408776,187.5
209.442878,187.5
209.4754298,204.5
209.5085337,204.5
209.5428543,228.5
209.57651,228.5
209.6094995,220.5
209.6422963,220.5
209.6754844,220.5
209.7768829,157.5
209.8098307,157.5
209.8425143,177.5
209.8755746,177.5
209.9103603,211.5
209.9434872,211.5
209.9765222,211.5
210.0094855,221.5
210.0431516,221.5
210.0775814,221.5
210.1109486,221.5
210.1445839,197.5
210.1786695,197.5
210.2116947,197.5
210.2460182,166.5
210.2790613,166.5
210.3131292,171.5
210.346693,171.5
210.3797989,195.5
210.4128845,195.5
210.5494962,225.5
210.5825882,225.5
210.6156847,191.5
210.6493692,191.5
210.6824293,168.5
210.7174304,168.5
210.7521162,181.5
210.784256,181.5
210.8178282,181.5
210.852114,184.5
210.8851819,184.5
210.9195542,209.5
210.9529593,212.5
211.0354714,203.5
211.1117928,172.5
211.1450703,172.5
211.1783922,172.5
211.2119374,163.5
211.2455153,163.5
211.2799037,190.5
211.3134139,190.5
211.3465998,190.5
211.3797414,212.5
211.4136169,212.5
211.4469121,219.5
211.4803734,219.5
211.5134661,211.5
211.5472074,211.5
211.5807738,183.5
211.6143763,183.5
211.6479881,173.5
211.6825421,173.5
211.7162066,173.5
211.7494347,184.5
211.7826681,184.5
211.8828304,225.5
211.9169564,225.5
211.9501784,210.5
211.9834163,210.5
212.0164607,210.5
212.0509639,182.5
212.0854156,182.5
212.1187952,171.5
212.1522357,171.5
212.1859524,177.5
212.2198668,177.5
212.2533834,177.5
212.2872803,187.5
212.320401,187.5
212.3546863,224.5
212.3874338,224.5
212.4215431,224.5
212.4560814,224.5
212.4893341,191.5
212.5225372,191.5
212.5557818,191.5
212.5889571,163.5
212.6220582,163.5
212.6559718,175.5
212.6895895,175.5
212.7223725,189.5
212.7550852,189.5
212.7883022,218.5
212.8217385,218.5
212.8550415,218.5
212.8882153,214.5
212.9213009,214.5
213.0219588,172.5
213.0552576,172.5
213.0885639,163.5
213.1228235,163.5
213.1559498,190.5
213.1891716,190.5
213.2221713,190.5
213.2555463,212.5
213.2885077,211.5
213.3719327,211.5
213.405045,211.5
213.4461043,183.5
213.4806061,183.5
213.5134718,166.5
213.5465972,166.5
213.5912056,181.5
213.6242802,181.5
213.6692102,195.5
213.7036657,195.5
213.7368202,195.5
213.8364594,203.5
213.8713145,203.5
213.904444,183.5
213.9375465,183.5
213.9736497,174.5
214.0067475,174.5
214.0408187,174.5
214.0755572,174.5
214.108675,174.5
214.1419933,197.5
214.1768179,197.5
214.2109513,214.5
214.2442503,214.5
214.2772729,198.5
214.3106236,198.5
214.3436687,198.5
214.3770554,188.5
214.4103422,188.5
214.4445541,163.5
214.4779601,163.5
214.5109706,179.5
214.5440605,179.5
214.5771475,179.5
214.6107574,204.5
214.6432683,204.5
214.6775405,209.5
214.7106013,209.5
214.7453735,210.5
214.7795739,210.5
214.8131027,197.5
214.8472633,197.5
214.8802252,197.5
214.9141619,175.5
214.9478621,175.5
214.98171,177.5
215.0148139,177.5
215.0480101,193.5
215.0812175,193.5
215.1143703,206.5
215.1475289,206.5
215.1813114,206.5
215.2155778,211.5
215.249229,211.5
215.282377,202.5
215.3166242,202.5
215.3497477,185.5
215.3840215,185.5
215.4172645,185.5
215.4503858,171.5
215.4845986,188.5
215.5177813,188.5
215.5507302,188.5
215.5854101,203.5
215.6195338,203.5
215.7206817,200.5
215.7549047,200.5
215.7883558,200.5
215.8889015,178.5
215.9234588,178.5
215.956332,184.5
215.9897912,184.5
216.023133,195.5
216.0572169,195.5
216.0917687,195.5
216.1928685,193.5
216.2270186,193.5
216.2604864,182.5
216.2939951,175.5
216.3728945,186.5
216.4073727,186.5
216.6361701,215.5
216.670028,215.5
216.770741,182.5
216.8050201,182.5
216.8380933,181.5
216.8725255,181.5
216.9057331,181.5
216.9410872,198.5
216.9747028,198.5
217.0081809,218.5
217.0413473,218.5
217.0761366,202.5
217.1092706,202.5
217.1433318,196.5
217.1779187,196.5
217.2109134,196.5
217.2437389,184.5
217.2766335,184.5
217.3105574,179.5
217.343971,179.5
217.376883,182.5
217.4107821,182.5
217.4448459,182.5
217.4791734,209.5
217.6115489,192.5
217.6463442,192.5
217.681561,185.5
217.7153656,185.5
217.7485616,178.5
217.7826293,178.5
217.8162327,178.5
217.8497558,188.5
217.8829529,188.5
217.9164109,206.5
217.9495595,206.5
218.04917,199.5
218.0831656,199.5
218.1164045,199.5
218.1506524,181.5
218.1839185,181.5
218.2170842,183.5
218.250164,183.5
218.2833693,179.5
218.3176773,179.5
218.3508141,189.5
218.3842082,189.5
218.4184425,189.5
218.4515374,205.5
218.4858596,205.5
218.5190539,191.5
218.5534737,191.5
218.5866647,187.5
218.6209159,187.5
218.6550493,187.5
218.6887734,183.5
218.7219067,183.5
218.8247862,205.5
218.9367001,190.5
218.9712882,190.5
219.0950158,181.5
219.1283386,181.5
219.1616156,184.5
219.1949849,184.5
219.2283509,184.5
219.3304191,200.5
219.3636897,200.5
219.396997,199.5
219.4312985,199.5
219.6455016,177.5
219.6794338,177.5
219.7140133,192.5
219.7524242,192.5
219.7868807,192.5
219.8202355,202.5
219.8535299,202.5
220.0223224,184.5
220.0549695,184.5
220.0886378,186.5
220.121769,186.5
220.1548717,186.5
220.1892068,192.5
220.222296,192.5
220.2564008,202.5
220.2913139,202.5
220.3241363,204.5
220.3572474,204.5
220.3902843,202.5
220.4234264,202.5
220.4577029,202.5
220.5574193,183.5
220.5917161,183.5
220.625416,201.5
220.6585522,201.5
220.691117,198.5
220.7243552,198.5
220.759166,198.5
220.7927682,209.5
220.8258946,209.5
220.8590755,199.5
220.8924565,199.5
220.924392,179.5
220.9577353,179.5
220.9911005,179.5
221.0243003,189.5
221.0573089,189.5
221.0919354,189.5
221.1265466,189.5
221.1594551,197.5
221.1928878,205.5
221.3504438,192.5
221.3858402,192.5
221.4190402,189.5
221.4522069,189.5
221.4942441,197.5
221.527482,197.5
221.5748127,198.5
221.60794,198.5
221.6423562,198.5
221.743206,195.5
221.7783668,195.5
221.8113899,195.5
221.8459506,194.5
221.8794551,191.5
221.9136941,191.5
221.9471314,191.5
221.9804134,191.5
222.0138609,191.5
222.0479014,200.5
222.0823982,200.5
222.1158254,186.5
222.1489763,186.5
222.1831548,186.5
222.2168818,196.5
222.2502434,196.5
222.2848425,194.5
222.3181474,194.5
222.3512993,197.5
222.3866935,197.5
222.4197292,191.5
222.4540548,191.5
222.4879169,191.5
222.5209942,194.5
222.5551488,194.5
222.6573884,196.5
222.6912608,196.5
222.8260102,199.5
222.8590934,199.5
222.8853977,191.5
222.9113734,191.5
222.9390192,196.5
222.9654682,196.5
222.9930577,196.5
223.1571381,194.5
223.185365,194.5
223.221241,194.5
223.2540553,194.5
223.2810535,194.5
223.3138804,181.5
223.3474426,181.5
223.3819993,194.5
223.4164429,194.5
223.4629688,197.5
223.4969437,197.5
223.530761,197.5
223.5639005,197.5
223.597595,197.5
223.6308179,194.5
223.6640778,194.5
223.6973054,191.5
223.7302752,191.5